code,name,cause_group,death_circumstance,coronial_investigation_risk,registration_complexity
Z86.7,Personal history of diseases of the circulatory system,Other chronic medical conditions,Expected medically managed,Low,Standard
Z87,Personal history of other diseases and conditions,Other chronic medical conditions,Expected medically managed,Low,Standard
Z87.0,Personal history of diseases of the respiratory system,Other chronic medical conditions,Expected medically managed,Low,Standard
Z87.1,Personal history of diseases of the digestive system,Other chronic medical conditions,Expected medically managed,Low,Standard
Z87.2,Personal history of diseases of the skin and subcutaneous tissue,Other chronic medical conditions,Expected medically managed,Low,Standard
Z87.3,Personal history of diseases of the musculoskeletal system and connective tissue,Other chronic medical conditions,Expected medically managed,Low,Standard
Z87.4,Personal history of diseases of the genitourinary system,Other chronic medical conditions,Expected medically managed,Low,Standard
Z87.5,"Personal history of complications of pregnancy, childbirth and the puerperium",Other chronic medical conditions,Expected medically managed,Low,Standard
Z87.6,Personal history of certain conditions arising in the perinatal period,Other chronic medical conditions,Expected medically managed,Low,Standard
Z87.7,"Personal history of congenital malformations, deformations and chromosomal abnormalities",Other chronic medical conditions,Expected medically managed,Low,Standard
Z87.8,Personal history of other specified conditions,Other chronic medical conditions,Expected medically managed,Low,Standard
Z88,"Personal history of allergy to drugs, medicaments and biological substances",Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.0,Personal history of allergy to penicillin,Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.1,Personal history of allergy to other antibiotic agents,Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.2,Personal history of allergy to sulfonamides,Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.3,Personal history of allergy to other anti-infective agents,Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.4,Personal history of allergy to anaesthetic agent,Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.5,Personal history of allergy to narcotic agent,Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.6,Personal history of allergy to analgesic agent,Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.7,Personal history of allergy to serum and vaccine,Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.8,"Personal history of allergy to other drugs, medicaments and biological substances",Other chronic medical conditions,Expected medically managed,Low,Standard
Z88.9,"Personal history of allergy to unspecified drugs, medicaments and biological substances",Other chronic medical conditions,Expected medically managed,Low,Standard
Z89,Acquired absence of limb,Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.0,"Acquired absence of finger(s) [including thumb], unilateral",Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.1,Acquired absence of hand and wrist,Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.2,Acquired absence of upper limb above wrist,Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.3,Acquired absence of both upper limbs [any level],Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.4,Acquired absence of foot and ankle,Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.5,Acquired absence of leg at or below knee,Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.6,Acquired absence of leg above knee,Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.7,"Acquired absence of both lower limbs [any level, except toes alone]",Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.8,Acquired absence of upper and lower limbs [any level],Other chronic medical conditions,Expected medically managed,Low,Standard
Z89.9,"Acquired absence of limb, unspecified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z90,"Acquired absence of organs, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z90.0,Acquired absence of part of head and neck,Other chronic medical conditions,Expected medically managed,Low,Standard
Z90.1,Acquired absence of breast(s),Other chronic medical conditions,Expected medically managed,Low,Standard
Z90.2,Acquired absence of lung [part of],Other chronic medical conditions,Expected medically managed,Low,Standard
Z90.3,Acquired absence of part of stomach,Other chronic medical conditions,Expected medically managed,Low,Standard
Z90.4,Acquired absence of other parts of digestive tract,Other chronic medical conditions,Expected medically managed,Low,Standard
Z90.5,Acquired absence of kidney,Other chronic medical conditions,Expected medically managed,Low,Standard
Z90.6,Acquired absence of other organs of urinary tract,Other chronic medical conditions,Expected medically managed,Low,Standard
Z90.7,Acquired absence of genital organ(s),Other chronic medical conditions,Expected medically managed,Low,Standard
Z90.8,Acquired absence of other organs,Other chronic medical conditions,Expected medically managed,Low,Standard
Z91,"Personal history of risk-factors, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z91.0,"Personal history of allergy, other than to drugs and biological substances",Other chronic medical conditions,Expected medically managed,Low,Standard
Z91.1,Personal history of noncompliance with medical treatment and regimen,Other chronic medical conditions,Expected medically managed,Low,Standard
Z91.2,Personal history of poor personal hygiene,Other chronic medical conditions,Expected medically managed,Low,Standard
Z91.3,Personal history of unhealthy sleep-wake schedule,Other chronic medical conditions,Expected medically managed,Low,Standard
Z91.4,"Personal history of psychological trauma, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z91.5,Personal history of self-harm,Other chronic medical conditions,Expected medically managed,Low,Standard
Z91.6,Personal history of other physical trauma,Other chronic medical conditions,Expected medically managed,Low,Standard
Z91.7,Personal history of female genital mutilation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z91.8,"Personal history of other specified risk-factors, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z92,Personal history of medical treatment,Other chronic medical conditions,Expected medically managed,Low,Standard
Z92.0,Personal history of contraception,Other chronic medical conditions,Expected medically managed,Low,Standard
Z92.1,Personal history of long-term (current) use of anticoagulants,Other chronic medical conditions,Expected medically managed,Low,Standard
Z92.2,Personal history of long-term (current) use of other medicaments,Other chronic medical conditions,Expected medically managed,Low,Standard
Z92.3,Personal history of irradiation,Other chronic medical conditions,Expected medically managed,Low,Standard
Z92.4,"Personal history of major surgery, not elsewhere classified",Other chronic medical conditions,Expected medically managed,Low,Standard
Z92.5,Personal history of rehabilitation measures,Other chronic medical conditions,Expected medically managed,Low,Standard
